,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
10010,FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998,Medium,Tier 3,Grocery Store,185.7582
10011,DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224
10012,FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698
10013,FDR20,20.0,Regular,0.028180788999999998,Fruits and Vegetables,46.8744,OUT045,2002,Medium,Tier 2,Supermarket Type1,905.488
10014,FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282
10015,NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,1998,Medium,Tier 3,Grocery Store,347.5476
10016,FDU23,12.15,Low Fat,0.0,Breads,164.7184,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416
10017,FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376
10018,FDQ51,12.792854228644996,Regular,0.017466284,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.6104
10019,FDH21,12.792854228644996,Low Fat,0.031073804,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744
10020,DRZ11,8.85,Regular,0.11330222300000001,Soft Drinks,125.1388,OUT017,2007,Medium,Tier 2,Supermarket Type1,1114.5492
10021,NCI43,19.85,Low Fat,0.025968706,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896
10022,DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,2002,Medium,Tier 2,Supermarket Type1,690.4346
10023,NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,2007,Medium,Tier 2,Supermarket Type1,2516.724
10024,FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.6480000000001
10025,FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427
10026,FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,2002,Medium,Tier 2,Supermarket Type1,522.653
10027,FDY55,12.792854228644996,Low Fat,0.0,Fruits and Vegetables,255.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.9568
10028,FDK40,7.035,Low Fat,0.0,Frozen Foods,263.291,OUT010,1998,Medium,Tier 3,Grocery Store,525.982
10029,FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666
10030,FDP33,12.792854228644996,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.6896
10031,FDN49,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,1998,Medium,Tier 3,Grocery Store,39.948
10032,FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,2002,Medium,Tier 2,Supermarket Type1,2482.1024
10033,FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1635.8706
10034,DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,2007,Medium,Tier 2,Supermarket Type1,3383.5956
10035,NCU17,12.792854228644996,Low Fat,0.092433518,Health and Hygiene,101.6674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.1436
10036,FDK22,9.8,Low Fat,0.026081567000000003,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7
10037,DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
10038,NCL29,9.695,Low Fat,0.11391788900000001,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.8268
10039,FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.4520000000002
10040,DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174
10041,FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.9202
10042,NCJ30,5.82,Low Fat,0.13497562800000001,Household,170.579,OUT010,1998,Medium,Tier 3,Grocery Store,509.337
10043,FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769
10044,FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002,Medium,Tier 2,Supermarket Type1,2564.6616
10045,FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.33700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496
10046,DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,2002,Medium,Tier 2,Supermarket Type1,1291.652
10047,FDJ15,11.35,Regular,0.023358737999999997,Dairy,184.4608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376
10048,FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296
10049,NCG30,12.792854228644996,Low Fat,0.111777297,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.6058
10050,FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.86599999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596
10051,FDX57,17.25,Regular,0.047266210999999995,Snack Foods,97.0068,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.9292
10052,FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419000000000004,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.04699999999997
10053,FDT08,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
10054,NCN29,15.2,Low Fat,0.020280476000000002,Health and Hygiene,49.1034,OUT010,1998,Medium,Tier 3,Grocery Store,194.4136
10055,FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,2002,Medium,Tier 2,Supermarket Type1,535.3032
10056,NCR29,12.792854228644996,Low Fat,0.054376275,Health and Hygiene,56.293,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.685
10057,FDZ02,6.905,Regular,0.06385097099999999,Dairy,97.2726,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452
10058,FDP40,12.792854228644996,Regular,0.060154967999999996,Frozen Foods,110.1544,OUT019,1985,Small,Tier 1,Grocery Store,111.8544
10059,FDE11,12.792854228644996,Regular,0.134441765,Starchy Foods,183.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.234
10060,DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,1987,High,Tier 3,Supermarket Type1,605.878
10061,FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918
10062,FDO39,12.792854228644996,Regular,0.13670167800000002,Meat,182.1608,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.3456
10063,FDG32,12.792854228644996,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,1985,Small,Tier 1,Grocery Store,889.5088
10064,FDU50,12.792854228644996,Regular,0.07480619599999999,Dairy,112.9176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
10065,FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544
10066,NCN43,12.15,Low Fat,0.006754117,Others,122.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633
10067,FDK34,13.35,Low Fat,0.0,Snack Foods,238.7564,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.8512
10068,NCN41,17.0,Low Fat,0.052209303,Health and Hygiene,122.37299999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
10069,FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.2060000000001
10070,FDP46,12.792854228644996,Low Fat,0.13064231,Snack Foods,88.383,OUT019,1985,Small,Tier 1,Grocery Store,89.883
10071,NCD07,9.1,Low Fat,0.055382615999999996,Household,115.0518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108
10072,FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.1298,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.245
10073,FDC20,12.792854228644996,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544
10074,FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124
10075,DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.4464
10076,FDT31,19.75,Low Fat,0.012467648000000001,Fruits and Vegetables,188.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.1336
10077,FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224
10078,FDI56,12.792854228644996,Low Fat,0.092933158,Fruits and Vegetables,91.0146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.1548
10079,NCQ17,10.3,Low Fat,0.117593973,Health and Hygiene,154.463,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.408
10080,FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778
10081,FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
10082,NCR17,12.792854228644996,Low Fat,0.02426524,Health and Hygiene,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728
10083,NCO53,16.2,Low Fat,0.17617540199999998,Health and Hygiene,184.0608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2021.3688
10084,FDG38,8.975,Regular,0.088257771,Canned,84.1224,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448
10085,FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491
10086,NCQ43,17.75,Low Fat,0.11152734800000001,Others,110.2912,OUT045,2002,Medium,Tier 2,Supermarket Type1,873.5296
10087,FDU47,12.8,Regular,0.114318263,Breads,142.2838,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4514
10088,FDZ02,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,2007,Medium,Tier 2,Supermarket Type1,587.2356
10089,FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676
10090,FDQ31,5.785,Regular,0.05393093400000001,Fruits and Vegetables,87.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.8560000000001
10091,FDT57,12.792854228644996,Low Fat,0.018942606,Snack Foods,236.0248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.6944
10092,FDK50,7.96,Low Fat,0.028339599,Canned,162.4894,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834
10093,FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69199999999995
10094,FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786,OUT045,2002,Medium,Tier 2,Supermarket Type1,3900.9222
10095,FDU02,13.35,Low Fat,0.10267088199999999,Dairy,228.6352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528
10096,FDK26,5.46,Regular,0.032177405,Canned,185.424,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872
10097,DRA24,12.792854228644996,Regular,0.039734882,Soft Drinks,165.7868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.604
10098,FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3318,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314
10099,NCZ30,6.59,Low Fat,0.026225692999999998,Household,119.0098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058
10100,FDF14,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,2007,Medium,Tier 2,Supermarket Type1,1837.608
10101,FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,2002,Medium,Tier 2,Supermarket Type1,2131.2258
10102,NCL18,18.85,Low Fat,0.168531813,Household,192.5136,OUT017,2007,Medium,Tier 2,Supermarket Type1,2916.204
10103,FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768
10104,NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,OUT045,2002,Medium,Tier 2,Supermarket Type1,2934.8464
10105,FDV49,10.0,Low Fat,0.025822315,Canned,262.7226,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712
10106,FDJ56,8.985,Low Fat,0.18368816100000002,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7
10107,FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.8938
10108,NCK05,12.792854228644996,Low Fat,0.077079177,Health and Hygiene,61.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804
10109,NCI43,19.85,Low Fat,0.026074491,Household,48.6376,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512
10110,NCE42,21.1,Low Fat,0.010593469,Household,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328
10111,FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056
10112,FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692
10113,DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388
10114,FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694,OUT045,2002,Medium,Tier 2,Supermarket Type1,5480.8656
10115,FDS43,12.792854228644996,Low Fat,0.040318692999999996,Fruits and Vegetables,186.22400000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
10116,FDH50,15.0,Regular,0.161762835,Canned,185.9266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2581.9724
10117,FDZ09,17.6,Low Fat,0.10487896699999999,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802
10118,FDS19,13.8,Regular,0.10746981900000001,Fruits and Vegetables,77.8012,OUT010,1998,Medium,Tier 3,Grocery Store,227.7036
10119,NCU30,5.11,Low Fat,0.034868095,Household,163.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573
10120,FDI27,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,2002,Medium,Tier 2,Supermarket Type1,407.4696
10121,FDQ09,7.235,Low Fat,0.058083830999999995,Snack Foods,113.6834,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668
10122,FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.3256
10123,DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
10124,FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.5794
10125,DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396
10126,FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
10127,DRG36,14.15,Low Fat,0.09557165,Soft Drinks,171.0106,OUT045,2002,Medium,Tier 2,Supermarket Type1,4106.6544
10128,DRD37,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,1998,Medium,Tier 3,Grocery Store,186.424
10129,FDX03,15.85,Regular,0.061045133,Meat,44.7744,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976
10130,FDU46,10.3,Regular,0.011148865,Snack Foods,84.854,OUT045,2002,Medium,Tier 2,Supermarket Type1,778.9860000000001
10131,FDV03,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.4966
10132,FDZ37,12.792854228644996,Regular,0.019672774,Canned,86.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.8356
10133,FDI24,10.3,Low Fat,0.07867827599999999,Baking Goods,177.037,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177
10134,FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624
10135,FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.2276
10136,FDZ57,10.0,Regular,0.037757166,Snack Foods,126.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994
10137,FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,2004,Small,Tier 2,Supermarket Type1,785.6439999999999
10138,FDO49,12.792854228644996,Regular,0.032892112,Breakfast,49.3008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.024
10139,NCB43,20.2,Low Fat,0.10047746099999999,Household,187.7898,OUT017,2007,Medium,Tier 2,Supermarket Type1,2245.0776
10140,NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2028,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57
10141,FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
10142,FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712
10143,FDO13,12.792854228644996,Low Fat,0.106907604,Breakfast,162.8526,OUT019,1985,Small,Tier 1,Grocery Store,493.3578
10144,FDI04,13.65,Regular,0.073060301,Frozen Foods,196.2426,OUT045,2002,Medium,Tier 2,Supermarket Type1,2570.6538
10145,NCK05,20.1,Low Fat,0.077439606,Health and Hygiene,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576
10146,FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936
10147,FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168
10148,FDS25,12.792854228644996,Regular,0.139330557,Canned,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.2068
10149,FDC02,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506
10150,FDT23,7.72,Regular,0.074669288,Breads,76.3986,OUT013,1987,High,Tier 3,Supermarket Type1,1402.1748
10151,NCD31,12.1,Low Fat,0.025834127999999998,Household,165.1526,OUT010,1998,Medium,Tier 3,Grocery Store,164.4526
10152,FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2085.9514
10153,NCQ30,12.792854228644996,Low Fat,0.050901814000000004,Household,120.5414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242
10154,NCD18,16.0,Low Fat,0.07296514400000001,Household,231.3668,OUT018,2009,Medium,Tier 3,Supermarket Type2,4607.335999999999
10155,FDL10,8.395,Low Fat,0.039492207,Snack Foods,97.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462
10156,FDX20,7.365,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,2004,Small,Tier 2,Supermarket Type1,3395.58
10157,FDM32,20.5,Low Fat,0.020587886,Fruits and Vegetables,89.583,OUT013,1987,High,Tier 3,Supermarket Type1,1797.66
10158,FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,1998,Medium,Tier 3,Grocery Store,517.9924
10159,FDL34,12.792854228644996,Low Fat,0.040747616,Snack Foods,140.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,4093.3384
10160,NCK42,7.475,Low Fat,0.013146636000000001,Household,214.5192,OUT045,2002,Medium,Tier 2,Supermarket Type1,2804.3496
10161,FDU23,12.15,Low Fat,0.02176755,Breads,164.6184,OUT045,2002,Medium,Tier 2,Supermarket Type1,3797.7232
10162,DRI01,7.97,Low Fat,0.0,Soft Drinks,172.0422,OUT018,2009,Medium,Tier 3,Supermarket Type2,5690.5926
10163,FDG16,15.25,Low Fat,0.08995645,Frozen Foods,217.1192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3235.788
10164,FDY56,16.35,Regular,0.06266564200000001,Fruits and Vegetables,225.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434
10165,FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5248
10166,NCV29,11.8,Low Fat,0.022843501000000002,Health and Hygiene,177.8686,OUT046,1997,Small,Tier 1,Supermarket Type1,4621.9836
10167,FDQ48,14.3,Regular,0.034411238,Baking Goods,98.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,782.9808
10168,FDU15,13.65,Regular,0.0,Meat,36.6532,OUT017,2007,Medium,Tier 2,Supermarket Type1,755.0172
10169,FDS47,16.75,Low Fat,0.128861359,Breads,86.2856,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.1696
10170,FDO50,16.25,Low Fat,0.078290271,Canned,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1194.4452
10171,FDW48,18.0,Low Fat,0.008539208000000001,Baking Goods,81.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,402.809
10172,FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,1998,Medium,Tier 3,Grocery Store,127.1678
10173,FDW47,15.0,Low Fat,0.046447327999999996,Breads,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2436.828
10174,FDA07,12.792854228644996,Regular,0.030794774,Fruits and Vegetables,122.9072,OUT027,1985,Medium,Tier 3,Supermarket Type3,4532.7664
10175,FDZ16,12.792854228644996,Regular,0.159081735,Frozen Foods,193.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4649.9472
10176,FDN09,12.792854228644996,Low Fat,0.034705807000000005,Snack Foods,241.6828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4873.656
10177,FDB50,13.0,Low Fat,0.154487495,Canned,77.2986,OUT017,2007,Medium,Tier 2,Supermarket Type1,1246.3776
10178,NCL06,14.65,Low Fat,0.07217867900000001,Household,262.9594,OUT049,1999,Medium,Tier 1,Supermarket Type1,5233.188
10179,DRG03,12.792854228644996,Low Fat,0.061686402,Dairy,153.9998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5229.1932
10180,DRM59,5.88,Low Fat,0.003599378,Hard Drinks,152.2998,OUT045,2002,Medium,Tier 2,Supermarket Type1,3075.9959999999996
10181,FDU25,12.35,Low Fat,0.026832182000000003,Canned,57.3246,OUT017,2007,Medium,Tier 2,Supermarket Type1,1332.2658
10182,NCU42,9.0,Low Fat,0.019616991,Household,169.6474,OUT017,2007,Medium,Tier 2,Supermarket Type1,2526.7110000000002
10183,FDH21,10.395,Low Fat,0.05226427,Seafood,158.4604,OUT010,1998,Medium,Tier 3,Grocery Store,158.4604
10184,DRO47,10.195,Low Fat,0.112203445,Hard Drinks,111.786,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79
10185,FDC44,12.792854228644996,Low Fat,0.17176107699999998,Fruits and Vegetables,115.7518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346
10186,NCL29,9.695,Low Fat,0.11417050599999999,Health and Hygiene,158.9604,OUT045,2002,Medium,Tier 2,Supermarket Type1,1743.0644
10187,FDL48,19.35,Regular,0.08226641900000001,Baking Goods,48.8034,OUT046,1997,Small,Tier 1,Supermarket Type1,340.2238
10188,FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.3938
10189,FDT40,5.985,Low Fat,0.095795326,Frozen Foods,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,508.6712
10190,NCD43,8.85,Low Fat,0.026814123999999998,Household,103.7964,OUT010,1998,Medium,Tier 3,Grocery Store,210.3928
10191,FDM28,15.7,Low Fat,0.045203854,Frozen Foods,180.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1617.894
10192,FDR35,12.5,Low Fat,0.020697723,Breads,198.8742,OUT046,1997,Small,Tier 1,Supermarket Type1,5773.1518
10193,NCP17,19.35,Low Fat,0.027827268,Health and Hygiene,65.6168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008
10194,FDT23,7.72,Regular,0.074883035,Breads,79.8986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1090.5804
10195,FDX15,17.2,Low Fat,0.156298858,Meat,162.1578,OUT046,1997,Small,Tier 1,Supermarket Type1,1283.6624
10196,NCU42,12.792854228644996,Low Fat,0.019412191999999998,Household,166.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4379.6324
10197,FDV23,12.792854228644996,Low Fat,0.105324246,Breads,125.7046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196
10198,FDY34,12.792854228644996,Regular,0.019227816000000002,Snack Foods,163.9842,OUT019,1985,Small,Tier 1,Grocery Store,331.5684
10199,FDE16,8.895,Low Fat,0.044093978,Frozen Foods,208.3954,OUT010,1998,Medium,Tier 3,Grocery Store,1041.9769999999999
10200,FDV60,20.2,Regular,0.117599259,Baking Goods,195.31099999999998,OUT045,2002,Medium,Tier 2,Supermarket Type1,3338.987
10201,FDQ44,20.5,Low Fat,0.036140297,Fruits and Vegetables,120.0756,OUT046,1997,Small,Tier 1,Supermarket Type1,2302.3364
10202,FDZ09,17.6,Low Fat,0.10479168900000001,Snack Foods,165.2868,OUT013,1987,High,Tier 3,Supermarket Type1,3111.9492
10203,FDW36,11.15,Low Fat,0.057021155999999996,Baking Goods,106.8622,OUT049,1999,Medium,Tier 1,Supermarket Type1,2011.3818
10204,NCZ30,12.792854228644996,Low Fat,0.026058181,Household,121.9098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744
10205,FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816,OUT045,2002,Medium,Tier 2,Supermarket Type1,2013.3792
10206,FDE05,10.895,Regular,0.03263762,Frozen Foods,147.7102,OUT017,2007,Medium,Tier 2,Supermarket Type1,1895.5326
10207,DRO35,13.85,Low Fat,0.034765901,Hard Drinks,114.2492,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.5872
10208,FDN60,15.1,Low Fat,0.09569633400000001,Baking Goods,159.7604,OUT017,2007,Medium,Tier 2,Supermarket Type1,2693.8268
10209,NCZ29,15.0,Low Fat,0.071371458,Health and Hygiene,125.2362,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.1982
10210,FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2706.4770000000003
10211,FDZ16,16.85,Regular,0.267565911,Frozen Foods,194.1478,OUT010,1998,Medium,Tier 3,Grocery Store,1162.4868
